id,chapter_code,cn_code,descriptions,msds_classification
22238,7304,7304240,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22239,7304,7304243000,Casing:,0
22240,7304,730424300,Threaded or coupled,0
22241,7304,7.30424E+11,Having an outside diameter less than 215.9 mm:,0
22242,7304,73042430100,Having a wall thickness less than 12.7 mm,0
22243,7304,73042430200,Having a wall thickness of 12.7 mm or more,0
22244,7304,7.30424E+11,Having an outside diameter of 215.9 mm or more but not exceeding 285.8 mm:,0
22245,7304,73042430300,Having a wall thickness less than 12.7 mm,0
22246,7304,73042430400,Having a wall thickness of 12.7 mm or more,0
22247,7304,73042430450,Having an outside diameter exceeding 285.8 mm but not exceeding 406.4 mm,0
22248,7304,73042430800,Having an outside diameter exceeding 406.4 mm,0
22249,7304,730424400,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22250,7304,7.30424E+11,Having an outside diameter less than 215.9 mm:,0
22251,7304,73042440100,Having a wall thickness less than 12.7 mm,0
22252,7304,73042440200,Having a wall thickness of 12.7 mm or more,0
22253,7304,7.30424E+11,Having an outside diameter of 215.9 mm or more but not exceeding 285.8 mm:,0
22254,7304,73042440300,Having a wall thickness less than 12.7 mm,0
22255,7304,73042440400,Having a wall thickness of 12.7 mm or more,0
22256,7304,7.30424E+11,Having an outside diameter exceeding 285.8 mm but not exceeding 406.4 mm:,0
22257,7304,73042440500,Having a wall thickness less than 12.7 mm,0
22258,7304,73042440600,Having a wall thickness of 12.7 mm or more,0
22259,7304,73042440800,Having an outside diameter exceeding 406.4 mm,0
22260,7304,730424600,Tubing,0
22261,7304,7.30425E+11,Having an outside diameter not exceeding 114.3 mm:,0
22262,7304,73042460150,Having a wall thickness not exceeding 9.5 mm,0
22263,7304,73042460300,Having a wall thickness exceeding 9.5 mm,0
22264,7304,73042460450,Having an outside diameter exceeding 114.3 mm but less than 215.9 mm,0
22265,7304,73042460600,Having an outside diameter of 215.9 mm or more but not exceeding 406.4 mm,0
22266,7304,73042460750,Having an outside diameter exceeding 406.4 mm,0
22267,7304,7304290,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22268,7304,7304291000,Casing:,0
22269,7304,7304291000,Of iron or nonalloy steel:,0
22270,7304,730429100,Threaded or coupled,0
22271,7304,7.30429E+11,Having an outside diameter less than 215.9 mm:,0
22272,7304,73042910100,Having a wall thickness less than 12.7 mm,0
22273,7304,73042910200,Having a wall thickness of 12.7 mm or more,0
22274,7304,7.30429E+11,Having an outside diameter of 215.9 mm or more but not exceeding 285.8 mm:,0
22275,7304,73042910300,Having a wall thickness less than 12.7 mm,0
22276,7304,73042910400,Having a wall thickness of 12.7 mm or more,0
22277,7304,7.30429E+11,Having an outside diameter exceeding 285.8 mm but not exceeding 406.4 mm:,0
22278,7304,73042910500,Having a wall thickness less than 12.7 mm,0
22279,7304,73042910600,Having a wall thickness of 12.7 mm or more,0
22280,7304,73042910800,Having an outside diameter exceeding 406.4 mm,0
22281,7304,730429200,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22282,7304,7.30429E+11,Having an outside diameter less than 215.9 mm:,0
22283,7304,73042920100,Having a wall thickness less than 12.7 mm,0
22284,7304,73042920200,Having a wall thickness of 12.7 mm or more,0
22285,7304,7.30429E+11,Having an outside diameter of 215.9 mm or more but not exceeding 285.8 mm:,0
22286,7304,73042920300,Having a wall thickness less than 12.7 mm,0
22287,7304,73042920400,Having a wall thickness of 12.7 mm or more,0
22288,7304,7.30429E+11,Having an outside diameter exceeding 285.8 mm but not exceeding 406.4 mm:,0
22289,7304,73042920500,Having a wall thickness less than 12.7 mm,0
22290,7304,73042920600,Having a wall thickness of 12.7 mm or more,0
22291,7304,73042920800,Having an outside diameter exceeding 406.4 mm,0
22292,7304,7304293000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22293,7304,730429310,Threaded or coupled,0
22294,7304,7.30429E+11,Having an outside diameter less than 215.9 mm:,0
22295,7304,73042931100,Having a wall thickness less than 12.7 mm,0
22296,7304,73042931200,Having a wall thickness of 12.7 mm or more,0
22297,7304,7.30429E+11,Having an outside diameter of 215.9 mm or more but not exceeding 285.8 mm:,0
22298,7304,73042931300,Having a wall thickness less than 12.7 mm,0
22299,7304,73042931400,Having a wall thickness of 12.7 mm or more,0
22300,7304,7.30429E+11,Having an outside diameter exceeding 285.8 mm but not exceeding 406.4 mm:,0
22301,7304,73042931500,Having a wall thickness less than 12.7 mm,0
22302,7304,73042931600,Having a wall thickness of 12.7 mm or more,0
22303,7304,73042931800,Having an outside diameter exceeding 406.4 mm,0
22304,7304,730429410,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22305,7304,7.30429E+11,Having an outside diameter less than 215.9 mm:,0
22306,7304,73042941100,Having a wall thickness less than 12.7 mm,0
22307,7304,73042941200,Having a wall thickness of 12.7 mm or more,0
22308,7304,7.30429E+11,Having an outside diameter of 215.9 mm or more but not exceeding 285.8 mm:,0
22309,7304,73042941300,Having a wall thickness less than 12.7 mm,0
22310,7304,73042941400,Having a wall thickness of 12.7 mm or more,0
22311,7304,7.30429E+11,Having an outside diameter exceeding 285.8 mm but not exceeding 406.4 mm:,0
22312,7304,73042941500,Having a wall thickness less than 12.7 mm,0
22313,7304,73042941600,Having a wall thickness of 12.7 mm or more,0
22314,7304,73042941800,Having an outside diameter exceeding 406.4 mm,0
22315,7304,7304295000,Tubing:,0
22316,7304,730429500,Of iron or nonalloy steel,0
22317,7304,7.3043E+11,Having an outside diameter not exceeding 114.3 mm:,0
22318,7304,73042950150,Having a wall thickness not exceeding 9.5 mm,0
22319,7304,73042950300,Having a wall thickness exceeding 9.5 mm,0
22320,7304,73042950450,Having an outside diameter exceeding 114.3 mm but less than 215.9 mm,0
22321,7304,73042950600,Having an outside diameter of 215.9 mm or more but not exceeding 406.4 mm,0
22322,7304,73042950750,Having an outside diameter exceeding 406.4 mm,0
22323,7304,730429610,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22324,7304,7.3043E+11,Having an outside diameter not exceeding 114.3 mm:,0
22325,7304,73042961150,Having a wall thickness not exceeding 9.5 mm,0
22326,7304,73042961300,Having a wall thickness exceeding 9.5 mm,0
22327,7304,73042961450,Having an outside diameter exceeding 114.3 mm but less than 215.9 mm,0
22328,7304,73042961600,Having an outside diameter of 215.9 mm or more but not exceeding 406.4 mm,0
22329,7304,73042961750,Having an outside diameter exceeding 406.4 mm,0
22330,7304,73043000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22331,7304,7304310,Cold-drawn or cold-rolled (cold-reduced):,0
22332,7304,73043130000,Hollow bars,0
22333,7304,730431600,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22334,7304,73043160100,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters",1
22335,7304,73043160500,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22336,7304,730439000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22337,7304,7.30439E+11,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters:",1
22338,7304,73043900020,Having an outside diameter less than 38.1 mm,0
22339,7304,73043900040,Having an outside diameter of 38.1 mm or more but less than 190.5 mm,0
22340,7304,73043900060,Having an outside diameter of 190.5 mm or more but not exceeding 285.8 mm,0
22341,7304,73043900080,Having an outside diameter exceeding 285.8 mm,0
22342,7304,7.30439E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22343,7304,73043900160,"Galvanized, having an outside diameter not exceeding 114.3 mm",0
22344,7304,7.30439E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22345,7304,73043900200,Having an outside diameter less than 38.1 mm,0
22346,7304,7.30439E+11,Having an outside diameter of 38.1 mm or more but not exceeding 114.3 mm:,0
22347,7304,73043900240,Having a wall thickness less than 6.4 mm,0
22348,7304,73043900280,Having a wall thickness of 6.4 mm or more but not exceeding 12.7 mm,0
22349,7304,73043900320,Having a wall thickness exceeding 12.7 mm,0
22350,7304,7.30439E+11,Having an outside diameter exceeding 114.3 mm but less than 190.5 mm:,0
22351,7304,73043900360,Having a wall thickness less than 12.7 mm,0
22352,7304,73043900400,Having a wall thickness of 12.7 mm or more but less than 19 mm,0
22353,7304,73043900440,Having a wall thickness of 19 mm or more,0
22354,7304,7.30439E+11,Having an outside diameter of 190.5 mm or more but not exceeding 285.8 mm:,0
22355,7304,73043900480,Having a wall thickness less than 12.7 mm,0
22356,7304,73043900520,Having a wall thickness of 12.7 mm or more but less than 19 mm,0
22357,7304,73043900560,Having a wall thickness of 19 mm or more,0
22358,7304,7.30439E+11,Having an outside diameter exceeding 285.8 mm but not exceeding 406.4 mm:,0
22359,7304,73043900620,Having a wall thickness less than 12.7 mm,0
22360,7304,73043900680,Having a wall thickness of 12.7 mm or more but less than 19 mm,0
22361,7304,73043900720,Having a wall thickness of 19 mm or more,0
22362,7304,7.30439E+11,Having an outside diameter exceeding 406.4 mm:,0
22363,7304,73043900760,Having a wall thickness less than 19 mm,0
22364,7304,73043900800,Having a wall thickness of 19 mm or more,0
22365,7304,73044000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22366,7304,7304410,Cold-drawn or cold-rolled (cold-reduced):,0
22367,7304,730441300,Of an external diameter of less than 19 mm,0
22368,7304,73044130050,Of high-nickel alloy steel,0
22369,7304,7.30441E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22370,7304,73044130150,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters",1
22371,7304,73044130450,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22372,7304,730441600,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22373,7304,73044160050,Of high-nickel alloy steel,0
22374,7304,7.30442E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22375,7304,73044160150,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters",1
22376,7304,73044160450,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22377,7304,730449000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22378,7304,73044900050,Of high-nickel alloy steel,0
22379,7304,7.30449E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22380,7304,73044900150,Hollow bars,0
22381,7304,7.30449E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22382,7304,73044900450,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters",1
22383,7304,73044900600,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22384,7304,73045000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22385,7304,7304510,Cold-drawn or cold-rolled (cold-reduced):,0
22386,7304,73045110000,Suitable for use in the manufacture of ball or roller bearings,0
22387,7304,730451500,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22388,7304,73045150050,Of high-nickel alloy steel,0
22389,7304,7.30452E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22390,7304,7.30452E+11,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters:",1
22391,7304,73045150150,Of heat-resisting steel,0
22392,7304,73045150450,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22393,7304,73045150600,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22394,7304,7304590,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22395,7304,73045910000,Suitable for use in the manufacture of ball or roller bearings,0
22396,7304,7304592000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22397,7304,730459200,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters",1
22398,7304,73045920300,Of heat-resisting steel,0
22399,7304,7.30459E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22400,7304,73045920400,Having an outside diameter less than 38.1 mm,0
22401,7304,73045920450,Having an outside diameter of 38.1 mm or more but not exceeding 114.3 mm,0
22402,7304,73045920550,Having an outside diameter exceeding 114.3 mm but less than 190.5 mm,0
22403,7304,73045920600,Having an outside diameter of 190.5 mm or more but not exceeding 285.8 mm,0
22404,7304,73045920700,Having an outside diameter exceeding 285.8 mm but not exceeding 406.4 mm,0
22405,7304,73045920800,Having an outside diameter exceeding 406.4 mm,0
22406,7304,7304596000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,0
22407,7304,73045960000,Of heat-resisting steel,0
22408,7304,730459800,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22409,7304,73045980100,Having an outside diameter less than 38.1 mm,0
22410,7304,7.3046E+11,Having an outside diameter of 38.1 mm or more but not exceeding 114.3 mm:,0
22411,7304,73045980150,Having a wall thickness less than 6.4 mm,0
22412,7304,73045980200,Having a wall thickness of 6.4 mm or more but not exceeding 12.7 mm,0
22413,7304,73045980250,Having a wall thickness exceeding 12.7 mm,0
22414,7304,7.3046E+11,Having an outside diameter exceeding 114.3 mm but less than 190.5 mm:,0
22415,7304,73045980300,Having a wall thickness less than 12.7 mm,0
22416,7304,73045980350,Having a wall thickness of 12.7 mm or more but less than 19 mm,0
22417,7304,73045980400,Having a wall thickness of 19 mm or more,0
22418,7304,7.3046E+11,Having an outside diameter of 190.5 mm or more but not exceeding 285.8 mm:,0
22419,7304,73045980450,Having a wall thickness less than 12.7 mm,0
22420,7304,73045980500,Having a wall thickness of 12.7 mm or more but less than 19 mm,0
22421,7304,73045980550,Having a wall thickness of 19 mm or more,0
22422,7304,7.3046E+11,Having an outside diameter exceeding 285.8 mm but not exceeding 406.4 mm:,0
22423,7304,73045980600,Having a wall thickness less than 12.7 mm,0
22424,7304,73045980650,Having a wall thickness of 12.7 mm or more but less than 19 mm,0
22425,7304,73045980700,Having a wall thickness of 19 mm or more,0
22426,7304,73045980800,Having an outside diameter exceeding 406.4 mm,0
22427,7304,7304900,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22428,7304,7304901000,Having a wall thickness of 4 mm or more:,0
22429,7304,73049010000,Of iron or nonalloy steel,0
22430,7304,73049030000,Of alloy steel,0
22431,7304,7304905000,Having a wall thickness of less than 4 mm:,0
22432,7304,73049050000,Of iron or nonalloy steel,0
22433,7304,73049070000,Of alloy steel,0
22434,7305,73050,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22435,7305,73051000,Line pipe of a kind used for oil or gas pipelines:,1
22436,7305,7305110,Longitudinally submerged arc welded:,0
22437,7305,730511100,Of iron or nonalloy steel,0
22438,7305,73051110300,With an external diameter exceeding 406.4 mm but not exceeding 609.6 mm,0
22439,7305,73051110600,With an external diameter exceeding 609.6 mm,0
22440,7305,73051150000,Of alloy steel,0
22441,7305,7305120,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22442,7305,730512100,Of iron or nonalloy steel,0
22443,7305,73051210300,With an external diameter exceeding 406.4 mm but not exceeding 609.6 mm,0
22444,7305,73051210600,With an external diameter exceeding 609.6 mm,0
22445,7305,73051250000,Of alloy steel,0
22446,7305,7305190,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22447,7305,730519100,Of iron or nonalloy steel,0
22448,7305,73051910300,With an external diameter exceeding 406.4 mm but not exceeding 609.6 mm,0
22449,7305,73051910600,With an external diameter exceeding 609.6 mm,0
22450,7305,73051950000,Of alloy steel,0
22451,7305,7305200,Casing of a kind used in drilling for oil or gas:,1
22452,7305,7305202000,Of iron or nonalloy steel:,0
22453,7305,73052020000,Threaded or coupled,0
22454,7305,73052040000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22455,7305,7305206000,Of alloy steel:,0
22456,7305,73052060000,Threaded or coupled,0
22457,7305,73052080000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22458,7305,73053000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22459,7305,7305310,Longitudinally welded:,0
22460,7305,73053120000,Tapered pipes and tubes of steel principally used as parts of illuminating articles,0
22461,7305,7305314000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,0
22462,7305,73053140000,Of iron or nonalloy steel,0
22463,7305,730531600,Of alloy steel,0
22464,7305,73053160100,Of stainless steel,0
22465,7305,73053160900,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22466,7305,7305390,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22467,7305,73053910000,Of iron or nonalloy steel,0
22468,7305,73053950000,Of alloy steel,0
22469,7305,7305900,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22470,7305,73059010000,Of iron or nonalloy steel,0
22471,7305,73059050000,Of alloy steel,0
22472,7306,73060,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22473,7306,73061000,Line pipe of a kind used for oil or gas pipelines:,1
22474,7306,730611000,"Welded, of stainless steel",0
22475,7306,73061100100,With an outside diameter not exceeding 114.3 mm,0
22476,7306,73061100500,With an outside diameter exceeding 114.3 mm,0
22477,7306,7306190,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22478,7306,730619100,Of iron or nonalloy steel,0
22479,7306,73061910100,With an outside diameter not exceeding 114.3 mm,0
22480,7306,73061910500,With an outside diameter exceeding 114.3 mm,0
22481,7306,730619510,Of alloy steel,0
22482,7306,73061951100,With an outside diameter not exceeding 114.3 mm,0
22483,7306,73061951500,With an outside diameter exceeding 114.3 mm,0
22484,7306,73062000,Casing and tubing of a kind used in drilling for oil or gas:,1
22485,7306,7306210,Welded of stainless steel:,0
22486,7306,7306213000,Casing:,0
22487,7306,73062130000,Threaded or coupled,0
22488,7306,73062140000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22489,7306,730621800,Tubing,0
22490,7306,73062180100,Imported with coupling,0
22491,7306,73062180500,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22492,7306,7306290,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22493,7306,7306291000,Casing:,0
22494,7306,7306291000,Of iron or nonalloy steel:,0
22495,7306,730629100,Threaded or coupled,0
22496,7306,73062910300,Imported with coupling,0
22497,7306,73062910900,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22498,7306,73062920000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22499,7306,7306293000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22500,7306,73062931000,Threaded or coupled,0
22501,7306,73062941000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22502,7306,7306296000,Tubing:,0
22503,7306,730629600,Of iron or nonalloy steel,0
22504,7306,73062960100,Imported with coupling,0
22505,7306,73062960500,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22506,7306,730629810,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22507,7306,73062981100,Imported with coupling,0
22508,7306,73062981500,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22509,7306,7306300,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22510,7306,73063010000,Having a wall thickness of less than 1.65 mm,0
22511,7306,7306303000,Having a wall thickness of 1.65 mm or more:,0
22512,7306,73063030000,Tapered steel pipes and tubes principally used as parts of illuminating articles,0
22513,7306,730630500,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22514,7306,73063050100,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters, whether or not cold drawn",1
22515,7306,73063050150,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22516,7306,73063050200,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22517,7306,7.30631E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22518,7306,7.30631E+11,With an outside diameter not exceeding 114.3 mm:,0
22519,7306,7.30631E+11,Galvanized:,0
22520,7306,73063050250,Imported with coupling,0
22521,7306,73063050280,"Internally coated or lined with a non-electrically insulating material, suitable for use as electrical conduit",0
22522,7306,73063050320,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22523,7306,7.30631E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22524,7306,73063050350,Tube and pipe hollows for redrawing,0
22525,7306,73063050400,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22526,7306,73063050550,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22527,7306,7.30631E+11,With an outside diameter exceeding 114.3 mm but not exceeding 406.4 mm:,0
22528,7306,73063050850,Galvanized,0
22529,7306,73063050900,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22530,7306,7306400,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22531,7306,730640100,Having a wall thickness of less than 1.65 mm,0
22532,7306,7.3064E+11,Containing more than 0.5 percent by weight of nickel:,0
22533,7306,73064010100,Containing more than 1.5 percent but less than 5 percent by weight of molybdenum,0
22534,7306,73064010150,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22535,7306,73064010900,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22536,7306,730640500,Having a wall thickness of 1.65 mm or more,0
22537,7306,73064050050,Of high-nickel alloy steel,0
22538,7306,7.30641E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22539,7306,73064050150,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters, whether or not cold-drawn",1
22540,7306,7.30641E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22541,7306,73064050400,Containing more than 0.5 percent but less than 24 percent by weight of nickel,0
22542,7306,7.30641E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22543,7306,73064050420,Containing less than 15 percent by weight of chromium,0
22544,7306,73064050440,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22545,7306,7.30641E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22546,7306,7.30641E+11,With an outside diameter not exceeding 114.3 mm:,0
22547,7306,7.30641E+11,Containing more than 0.5 percent but less than 24 percent by weight of nickel:,0
22548,7306,73064050620,Containing more than 1.5 percent but less than 5 percent by weight of molybdenum,0
22549,7306,73064050640,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22550,7306,73064050800,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22551,7306,7.30641E+11,With an outside diameter exceeding 114.3 mm but not exceeding 406.4 mm:,0
22552,7306,73064050850,Containing more than 0.5 percent but less than 24 percent by weight of nickel,0
22553,7306,73064050900,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22554,7306,7306500,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22555,7306,73065010000,Having a wall thickness of less than 1.65 mm,0
22556,7306,7306503000,Having a wall thickness of 1.65 mm or more:,0
22557,7306,73065030000,Tapered pipes and tubes of steel principally used as parts of illuminating articles,0
22558,7306,730650500,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22559,7306,73065050100,"Suitable for use in boilers, superheaters, heat exchangers, condensers, refining furnaces and feedwater heaters, whether or not cold-drawn",1
22560,7306,73065050300,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22561,7306,7.30651E+11,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22562,7306,73065050500,With an outside diameter not exceeding 114.3 mm,0
22563,7306,73065050700,With an outside diameter exceeding 114.3 mm but not exceeding 406.4 mm,0
22564,7306,73066000,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22565,7306,7306610,Of square or rectangular cross section:,0
22566,7306,7306611000,Having a wall thickness of 4 mm or more:,0
22567,7306,73066110000,Of iron or nonalloy steel,0
22568,7306,73066130000,Of alloy steel,0
22569,7306,7306615000,Having a wall thickness of less than 4 mm:,0
22570,7306,73066150000,Of iron or nonalloy steel,0
22571,7306,730661700,Of alloy steel,0
22572,7306,73066170300,Of stainless steel,0
22573,7306,73066170600,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22574,7306,7306690,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22575,7306,7306691000,Having a wall thickness of 4 mm or more:,0
22576,7306,73066910000,Of iron or nonalloy steel,0
22577,7306,73066930000,Of alloy steel,0
22578,7306,7306695000,Having a wall thickness of less than 4 mm:,0
22579,7306,73066950000,Of iron or nonalloy steel,0
22580,7306,730669700,Of alloy steel,0
22581,7306,73066970300,Of stainless steel,0
22582,7306,73066970600,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22583,7306,7306900,Others in the category of Line pipe of a kind used for oil or gas pipelines:,1
22584,7306,73069010000,Of iron or nonalloy steel,0
22585,7306,73069050000,Of alloy steel,0
22586,7307,73070,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22587,7307,73071000,Cast fittings:,0
22588,7307,730711000,Of nonmalleable cast iron,0
22589,7307,73071100300,For threaded pipe,0
22590,7307,7.30711E+11,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22591,7307,73071100450,For cast-iron soil pipe,1
22592,7307,73071100600,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22593,7307,7307190,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22594,7307,730719300,Ductile fittings,0
22595,7307,73071930400,Grooved-end fittings (including grooved couplings),0
22596,7307,7.30719E+11,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22597,7307,73071930600,Threaded,0
22598,7307,73071930700,"With mechanical, push-on (rubber compression) or flanged joints attached",0
22599,7307,73071930850,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22600,7307,730719900,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22601,7307,73071990300,Unions,0
22602,7307,7.3072E+11,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22603,7307,73071990400,Grooved-end fittings (including grooved couplings),0
22604,7307,7.3072E+11,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22605,7307,73071990600,Threaded,0
22606,7307,73071990800,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22607,7307,73072000,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22608,7307,7307210,Flanges:,0
22609,7307,73072110000,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22610,7307,73072150000,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22611,7307,7307220,"Threaded elbows, bends and sleeves:",0
22612,7307,73072210000,Sleeves (couplings),0
22613,7307,73072250000,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22614,7307,730723000,Butt welding fittings,0
22615,7307,73072300300,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22616,7307,73072300900,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22617,7307,730729000,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22618,7307,73072900300,Nipples,0
22619,7307,73072900900,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22620,7307,73079000,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22621,7307,7307910,Flanges:,0
22622,7307,7307911000,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22623,7307,73079110000,Of iron or nonalloy steel,0
22624,7307,73079130000,Of alloy steel (except stainless steel),0
22625,7307,730791500,"Others in the category of Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel:",0
22626,7307,7.30792E+11,With an inside diameter of less than 360 mm:,0
22627,7307,73079150100,Of iron or nonalloy steel,0
22628,7307,73079150300,Of alloy steel (except stainless steel),0
